age,sex,race,educ,state,weight
30-44,Female,White,No college degree,SD,1
18-29,Male,Other,No college degree,SD,1
45-65,Male,White,College graduate,SD,7
45-65,Female,White,No college degree,SD,9
45-65,Male,White,No college degree,SD,8
65+,Male,White,No college degree,SD,12
65+,Female,White,No college degree,SD,3
65+,Male,White,No college degree,SD,24
65+,Female,White,No college degree,SD,32
30-44,Male,White,No college degree,SD,13
45-65,Female,White,No college degree,SD,16
45-65,Male,White,No college degree,SD,31
65+,Male,White,No college degree,SD,11
65+,Female,White,No college degree,SD,7
30-44,Male,White,No college degree,SD,14
18-29,Male,White,No college degree,SD,13
18-29,Male,White,No college degree,SD,25
18-29,Male,White,No college degree,SD,50
45-65,Female,Other,No college degree,SD,15
45-65,Male,Other,College graduate,SD,51
45-65,Female,Hispanic/Latino,No college degree,SD,1
45-65,Male,White,No college degree,SD,1
65+,Female,Other,No college degree,SD,7
45-65,Female,Other,No college degree,SD,16
18-29,Male,Other,No college degree,SD,13
18-29,Female,Other,No college degree,SD,9
45-65,Male,Other,No college degree,SD,10
30-44,Female,White,College graduate,SD,21
30-44,Male,White,College graduate,SD,16
30-44,Male,White,College graduate,SD,3
45-65,Female,White,No college degree,SD,13
45-65,Male,Other,No college degree,SD,8
45-65,Male,White,No college degree,SD,10
45-65,Female,White,No college degree,SD,7
18-29,Female,White,No college degree,SD,15
30-44,Female,White,College graduate,SD,14
30-44,Male,White,No college degree,SD,22
30-44,Male,White,No college degree,SD,18
30-44,Female,White,No college degree,SD,35
18-29,Male,White,College graduate,SD,39
18-29,Female,White,College graduate,SD,22
30-44,Male,White,No college degree,SD,6
45-65,Female,White,No college degree,SD,10
45-65,Female,White,No college degree,SD,42
45-65,Female,White,College graduate,SD,2
45-65,Male,White,College graduate,SD,3
18-29,Female,White,No college degree,SD,4
45-65,Male,White,No college degree,SD,2
45-65,Female,White,No college degree,SD,4
65+,Female,White,No college degree,SD,2
18-29,Female,White,College graduate,SD,13
18-29,Male,White,No college degree,SD,32
45-65,Female,White,No college degree,SD,11
65+,Male,White,College graduate,SD,11
65+,Female,White,No college degree,SD,88
65+,Male,White,No college degree,SD,94
45-65,Female,White,No college degree,SD,81
30-44,Male,White,No college degree,SD,78
65+,Female,White,College graduate,SD,5
65+,Male,White,No college degree,SD,1
65+,Female,White,No college degree,SD,2
65+,Female,White,No college degree,SD,85
65+,Male,White,College graduate,SD,59
30-44,Male,White,No college degree,SD,7
45-65,Male,Other,No college degree,SD,1
45-65,Female,Other,No college degree,SD,4
65+,Female,White,No college degree,SD,3
65+,Male,White,No college degree,SD,15
65+,Male,White,College graduate,SD,3
45-65,Female,White,No college degree,SD,26
45-65,Male,White,No college degree,SD,26
30-44,Female,White,No college degree,SD,1
30-44,Male,White,College graduate,SD,23
45-65,Female,White,College graduate,SD,21
18-29,Male,White,No college degree,SD,44
18-29,Male,White,No college degree,SD,40
18-29,Male,White,No college degree,SD,21
18-29,Female,White,No college degree,SD,25
45-65,Female,White,No college degree,SD,8
45-65,Male,White,No college degree,SD,7
45-65,Female,White,No college degree,SD,33
45-65,Male,White,No college degree,SD,54
45-65,Female,White,No college degree,SD,10
45-65,Male,White,No college degree,SD,14
65+,Female,White,No college degree,SD,3
65+,Male,White,College graduate,SD,2
45-65,Female,White,No college degree,SD,6
65+,Male,White,College graduate,SD,1
65+,Female,White,College graduate,SD,3
45-65,Female,White,No college degree,SD,2
45-65,Male,White,No college degree,SD,2
45-65,Male,White,No college degree,SD,11
30-44,Male,White,College graduate,SD,8
45-65,Female,White,No college degree,SD,10
18-29,Female,White,No college degree,SD,52
30-44,Female,White,College graduate,SD,54
30-44,Female,White,College graduate,SD,83
30-44,Male,White,No college degree,SD,92
45-65,Male,White,College graduate,SD,23
30-44,Male,White,No college degree,SD,3
30-44,Female,White,No college degree,SD,2
45-65,Female,White,College graduate,SD,8
18-29,Female,White,No college degree,SD,9
30-44,Male,Other,No college degree,SD,17
18-29,Female,Other,No college degree,SD,13
45-65,Female,White,No college degree,SD,5
65+,Male,White,No college degree,SD,9
30-44,Male,White,No college degree,SD,2
30-44,Female,White,No college degree,SD,2
65+,Female,White,College graduate,SD,14
65+,Male,White,No college degree,SD,18
65+,Male,White,No college degree,SD,5
30-44,Female,White,College graduate,SD,41
65+,Male,White,College graduate,SD,9
65+,Female,White,College graduate,SD,9
45-65,Female,Other,College graduate,SD,16
18-29,Male,Other,No college degree,SD,18
45-65,Male,White,College graduate,SD,10
45-65,Male,White,No college degree,SD,40
45-65,Male,White,No college degree,SD,25
45-65,Female,White,No college degree,SD,10
65+,Male,White,No college degree,SD,23
45-65,Female,White,No college degree,SD,2
45-65,Male,White,No college degree,SD,2
65+,Male,White,No college degree,SD,8
65+,Female,White,No college degree,SD,11
18-29,Female,White,College graduate,SD,7
18-29,Male,White,No college degree,SD,4
18-29,Female,White,No college degree,SD,8
45-65,Female,White,No college degree,SD,23
45-65,Female,Hispanic/Latino,No college degree,SD,48
18-29,Female,Hispanic/Latino,No college degree,SD,9
65+,Male,White,No college degree,SD,1
65+,Male,White,No college degree,SD,1
65+,Male,White,No college degree,SD,1
45-65,Male,White,No college degree,SD,5
65+,Male,White,No college degree,SD,2
45-65,Female,White,No college degree,SD,32
45-65,Male,White,No college degree,SD,47
18-29,Male,White,No college degree,SD,12
18-29,Male,White,No college degree,SD,35
30-44,Male,White,No college degree,SD,21
18-29,Female,White,No college degree,SD,21
45-65,Female,Other,College graduate,SD,4
45-65,Male,Other,No college degree,SD,12
65+,Female,White,No college degree,SD,4
18-29,Female,White,No college degree,SD,4
18-29,Male,White,No college degree,SD,3
18-29,Female,White,No college degree,SD,4
45-65,Male,White,College graduate,SD,1
45-65,Female,White,College graduate,SD,1
18-29,Male,White,College graduate,SD,2
18-29,Female,White,No college degree,SD,2
45-65,Male,White,College graduate,SD,31
45-65,Female,White,No college degree,SD,5
45-65,Male,Other,No college degree,SD,13
45-65,Male,White,No college degree,SD,194
45-65,Female,White,No college degree,SD,1
45-65,Female,White,No college degree,SD,14
45-65,Male,Other,No college degree,SD,12
18-29,Female,White,No college degree,SD,21
65+,Male,White,College graduate,SD,17
65+,Female,White,College graduate,SD,18
65+,Male,White,No college degree,SD,3
30-44,Female,White,College graduate,SD,26
45-65,Male,White,No college degree,SD,20
18-29,Male,White,No college degree,SD,15
45-65,Female,White,No college degree,SD,6
65+,Male,White,No college degree,SD,6
18-29,Female,White,No college degree,SD,2
18-29,Male,Other,No college degree,SD,5
45-65,Female,White,No college degree,SD,3
18-29,Female,White,No college degree,SD,5
65+,Female,White,College graduate,SD,2
45-65,Male,White,No college degree,SD,5
65+,Male,White,College graduate,SD,19
65+,Female,White,No college degree,SD,17
30-44,Female,White,No college degree,SD,9
45-65,Female,White,No college degree,SD,42
65+,Female,White,No college degree,SD,1
45-65,Female,White,No college degree,SD,7
65+,Male,White,College graduate,SD,5
18-29,Male,White,No college degree,SD,38
18-29,Female,White,No college degree,SD,26
65+,Female,White,No college degree,SD,35
65+,Male,White,No college degree,SD,35
45-65,Male,White,College graduate,SD,55
45-65,Female,Asian,No college degree,SD,64
45-65,Female,White,College graduate,SD,18
45-65,Male,White,College graduate,SD,20
45-65,Female,White,No college degree,SD,2
45-65,Male,White,No college degree,SD,3
45-65,Male,White,No college degree,SD,4
65+,Female,White,No college degree,SD,183
45-65,Female,White,College graduate,SD,29
30-44,Female,White,No college degree,SD,164
30-44,Female,White,College graduate,SD,73
30-44,Male,White,College graduate,SD,95
45-65,Male,White,College graduate,SD,17
65+,Female,White,No college degree,SD,24
45-65,Female,White,No college degree,SD,7
30-44,Male,White,No college degree,SD,10
45-65,Female,White,No college degree,SD,36
45-65,Male,White,No college degree,SD,96
30-44,Female,White,No college degree,SD,18
45-65,Male,White,No college degree,SD,19
18-29,Female,White,No college degree,SD,56
65+,Female,White,College graduate,SD,14
65+,Male,White,No college degree,SD,12
45-65,Male,White,No college degree,SD,8
65+,Female,White,No college degree,SD,1
65+,Female,White,No college degree,SD,4
18-29,Female,White,College graduate,SD,19
65+,Female,White,No college degree,SD,9
18-29,Male,White,No college degree,SD,1
45-65,Female,White,No college degree,SD,12
65+,Female,White,No college degree,SD,6
65+,Male,White,No college degree,SD,4
30-44,Male,Hispanic/Latino,No college degree,SD,10
30-44,Male,White,No college degree,SD,28
30-44,Female,White,No college degree,SD,25
45-65,Female,White,No college degree,SD,12
45-65,Male,White,No college degree,SD,23
45-65,Male,White,No college degree,SD,7
45-65,Female,White,No college degree,SD,9
45-65,Female,White,No college degree,SD,33
45-65,Male,White,No college degree,SD,34
45-65,Male,White,No college degree,SD,1
45-65,Female,White,College graduate,SD,11
65+,Male,White,No college degree,SD,30
65+,Female,White,College graduate,SD,19
45-65,Female,White,No college degree,SD,4
30-44,Male,White,College graduate,SD,12
18-29,Female,White,College graduate,SD,15
65+,Female,White,No college degree,SD,1
18-29,Female,White,College graduate,SD,6
45-65,Male,White,No college degree,SD,31
30-44,Female,White,College graduate,SD,14
30-44,Male,White,No college degree,SD,11
18-29,Male,White,No college degree,SD,13
18-29,Female,White,No college degree,SD,9
65+,Male,White,No college degree,SD,6
65+,Female,White,No college degree,SD,5
18-29,Male,White,No college degree,SD,2
18-29,Female,White,No college degree,SD,2
45-65,Male,Other,No college degree,SD,16
45-65,Female,White,No college degree,SD,31
45-65,Female,White,College graduate,SD,6
45-65,Male,White,College graduate,SD,13
18-29,Female,White,No college degree,SD,24
45-65,Female,Other,No college degree,SD,3
30-44,Female,Other,No college degree,SD,16
