age,sex,race,educ,state,weight
18-29,Male,White,No college degree,RI,16
18-29,Female,White,No college degree,RI,16
18-29,Female,Hispanic/Latino,No college degree,RI,13
18-29,Female,White,No college degree,RI,13
18-29,Male,White,No college degree,RI,4
45-65,Female,White,No college degree,RI,2
65+,Female,White,No college degree,RI,5
18-29,Male,Asian,No college degree,RI,4
18-29,Female,White,No college degree,RI,16
18-29,Female,White,No college degree,RI,11
45-65,Female,White,No college degree,RI,14
65+,Female,White,No college degree,RI,20
18-29,Male,White,No college degree,RI,8
30-44,Male,Other,College graduate,RI,17
18-29,Male,White,No college degree,RI,3
18-29,Male,White,No college degree,RI,14
18-29,Female,Hispanic/Latino,No college degree,RI,18
30-44,Male,Other,College graduate,RI,20
18-29,Male,White,No college degree,RI,4
18-29,Male,Hispanic/Latino,No college degree,RI,4
30-44,Female,White,No college degree,RI,6
30-44,Male,White,No college degree,RI,4
30-44,Male,White,No college degree,RI,19
18-29,Female,Other,No college degree,RI,3
45-65,Male,White,No college degree,RI,37
18-29,Male,Other,No college degree,RI,16
18-29,Male,Hispanic/Latino,No college degree,RI,16
18-29,Female,White,No college degree,RI,7
45-65,Male,Hispanic/Latino,No college degree,RI,12
65+,Female,White,No college degree,RI,6
65+,Male,White,No college degree,RI,7
18-29,Male,Hispanic/Latino,No college degree,RI,2
18-29,Male,Black,No college degree,RI,7
18-29,Female,Asian,No college degree,RI,23
18-29,Male,White,No college degree,RI,13
65+,Female,White,No college degree,RI,6
18-29,Female,White,No college degree,RI,8
18-29,Male,White,No college degree,RI,20
18-29,Female,White,No college degree,RI,14
18-29,Male,White,No college degree,RI,20
45-65,Male,White,No college degree,RI,4
18-29,Female,White,No college degree,RI,13
18-29,Female,White,College graduate,RI,23
65+,Male,White,No college degree,RI,3
65+,Female,White,No college degree,RI,13
18-29,Male,White,No college degree,RI,12
45-65,Female,White,No college degree,RI,3
45-65,Male,White,College graduate,RI,14
18-29,Female,White,No college degree,RI,11
18-29,Female,White,No college degree,RI,15
65+,Female,White,No college degree,RI,14
18-29,Male,Hispanic/Latino,No college degree,RI,4
65+,Male,White,No college degree,RI,5
18-29,Female,White,No college degree,RI,10
30-44,Female,White,No college degree,RI,4
18-29,Male,White,No college degree,RI,14
18-29,Female,White,No college degree,RI,14
30-44,Male,Asian,College graduate,RI,28
18-29,Male,Asian,No college degree,RI,1
18-29,Female,White,No college degree,RI,14
18-29,Male,White,No college degree,RI,9
18-29,Male,White,No college degree,RI,19
65+,Female,Black,No college degree,RI,5
18-29,Male,White,No college degree,RI,14
65+,Female,White,No college degree,RI,5
18-29,Female,White,No college degree,RI,13
45-65,Male,White,No college degree,RI,6
45-65,Female,Hispanic/Latino,No college degree,RI,2
18-29,Female,White,No college degree,RI,18
18-29,Male,Black,No college degree,RI,7
18-29,Male,White,No college degree,RI,17
65+,Female,White,No college degree,RI,2
18-29,Male,White,No college degree,RI,15
18-29,Male,Black,No college degree,RI,26
65+,Male,White,No college degree,RI,4
65+,Male,White,No college degree,RI,33
18-29,Female,Asian,No college degree,RI,19
18-29,Male,White,No college degree,RI,5
65+,Male,White,No college degree,RI,5
18-29,Male,White,No college degree,RI,9
45-65,Female,White,No college degree,RI,13
18-29,Male,Hispanic/Latino,No college degree,RI,23
45-65,Female,White,No college degree,RI,4
18-29,Female,Hispanic/Latino,No college degree,RI,19
18-29,Female,White,No college degree,RI,18
18-29,Male,Hispanic/Latino,No college degree,RI,8
18-29,Female,White,No college degree,RI,13
18-29,Female,White,No college degree,RI,12
65+,Male,White,No college degree,RI,18
18-29,Female,White,No college degree,RI,12
18-29,Male,White,No college degree,RI,12
65+,Female,White,No college degree,RI,12
65+,Male,White,No college degree,RI,11
18-29,Male,White,No college degree,RI,17
18-29,Male,White,No college degree,RI,10
30-44,Male,Other,No college degree,RI,7
18-29,Male,White,College graduate,RI,24
18-29,Female,Hispanic/Latino,No college degree,RI,18
65+,Female,White,No college degree,RI,10
65+,Male,White,No college degree,RI,18
18-29,Female,White,No college degree,RI,11
65+,Female,White,No college degree,RI,4
65+,Female,White,No college degree,RI,15
18-29,Male,White,No college degree,RI,47
18-29,Male,White,No college degree,RI,19
65+,Female,White,No college degree,RI,7
18-29,Female,White,No college degree,RI,16
