age,sex,race,educ,state,weight
30-44,Female,White,No college degree,AK,31
45-65,Male,White,No college degree,AK,32
30-44,Male,Other,No college degree,AK,30
30-44,Female,White,No college degree,AK,19
65+,Male,White,College graduate,AK,6
30-44,Female,White,No college degree,AK,12
30-44,Male,White,No college degree,AK,8
65+,Female,Other,College graduate,AK,23
45-65,Female,Other,No college degree,AK,13
30-44,Female,Other,No college degree,AK,19
18-29,Male,Other,College graduate,AK,19
65+,Male,Other,College graduate,AK,5
65+,Male,White,College graduate,AK,25
65+,Female,White,College graduate,AK,26
30-44,Female,White,No college degree,AK,88
45-65,Male,White,College graduate,AK,28
45-65,Female,White,College graduate,AK,29
18-29,Female,White,No college degree,AK,10
45-65,Male,White,College graduate,AK,13
18-29,Male,White,College graduate,AK,31
65+,Male,White,College graduate,AK,7
18-29,Male,Other,College graduate,AK,40
30-44,Female,Other,No college degree,AK,49
30-44,Female,White,College graduate,AK,25
45-65,Female,White,No college degree,AK,4
45-65,Female,White,College graduate,AK,15
45-65,Male,White,College graduate,AK,16
45-65,Female,Other,College graduate,AK,13
30-44,Male,Other,College graduate,AK,13
30-44,Male,White,No college degree,AK,19
18-29,Female,Black,College graduate,AK,27
45-65,Female,White,No college degree,AK,28
45-65,Male,White,College graduate,AK,30
45-65,Female,White,College graduate,AK,59
45-65,Female,Other,College graduate,AK,9
18-29,Male,Other,College graduate,AK,14
18-29,Male,Other,No college degree,AK,8
45-65,Male,Other,College graduate,AK,10
30-44,Male,White,No college degree,AK,28
30-44,Female,Hispanic/Latino,No college degree,AK,29
18-29,Male,Hispanic/Latino,No college degree,AK,27
45-65,Female,White,No college degree,AK,16
45-65,Female,White,No college degree,AK,31
45-65,Male,White,College graduate,AK,34
30-44,Male,White,No college degree,AK,9
30-44,Female,White,No college degree,AK,10
18-29,Male,Hispanic/Latino,No college degree,AK,35
18-29,Female,Other,No college degree,AK,55
65+,Male,White,College graduate,AK,7
65+,Female,White,College graduate,AK,7
45-65,Male,White,No college degree,AK,15
45-65,Female,White,No college degree,AK,16
30-44,Female,Other,College graduate,AK,8
45-65,Female,White,College graduate,AK,13
45-65,Male,White,No college degree,AK,20
45-65,Male,White,No college degree,AK,32
65+,Female,Other,No college degree,AK,15
65+,Male,Other,No college degree,AK,51
18-29,Female,Other,College graduate,AK,6
30-44,Male,Other,College graduate,AK,4
65+,Male,Other,College graduate,AK,8
30-44,Female,Other,College graduate,AK,2
30-44,Male,Other,College graduate,AK,1
45-65,Male,Other,College graduate,AK,11
30-44,Male,White,No college degree,AK,7
45-65,Female,White,No college degree,AK,6
30-44,Male,Other,College graduate,AK,13
45-65,Female,Other,No college degree,AK,58
45-65,Male,White,College graduate,AK,70
45-65,Male,White,No college degree,AK,4
45-65,Female,White,No college degree,AK,4
45-65,Female,White,College graduate,AK,7
45-65,Male,White,No college degree,AK,5
45-65,Male,Hispanic/Latino,College graduate,AK,14
30-44,Female,Hispanic/Latino,College graduate,AK,17
45-65,Male,Other,College graduate,AK,32
45-65,Male,Other,College graduate,AK,10
18-29,Male,White,College graduate,AK,12
45-65,Male,White,No college degree,AK,41
30-44,Female,White,No college degree,AK,35
18-29,Female,White,No college degree,AK,44
45-65,Male,Asian,No college degree,AK,12
45-65,Female,Asian,No college degree,AK,13
18-29,Female,Asian,College graduate,AK,41
18-29,Female,Asian,College graduate,AK,41
30-44,Male,Other,College graduate,AK,13
45-65,Male,White,College graduate,AK,55
45-65,Female,White,College graduate,AK,58
18-29,Female,Other,No college degree,AK,31
45-65,Male,Hispanic/Latino,College graduate,AK,7
30-44,Female,White,College graduate,AK,6
30-44,Female,Hispanic/Latino,No college degree,AK,21
45-65,Male,White,No college degree,AK,7
45-65,Female,White,No college degree,AK,6
18-29,Male,White,No college degree,AK,9
45-65,Male,Asian,No college degree,AK,5
45-65,Female,Asian,No college degree,AK,23
18-29,Male,Asian,College graduate,AK,8
18-29,Male,Asian,College graduate,AK,10
45-65,Male,White,College graduate,AK,37
18-29,Female,White,College graduate,AK,26
18-29,Male,White,College graduate,AK,129
65+,Male,White,College graduate,AK,10
65+,Female,White,College graduate,AK,13
18-29,Female,White,No college degree,AK,114
18-29,Male,White,College graduate,AK,100
18-29,Male,Asian,No college degree,AK,55
45-65,Male,White,No college degree,AK,23
45-65,Female,Other,No college degree,AK,20
18-29,Female,Other,No college degree,AK,25
18-29,Female,Other,No college degree,AK,40
18-29,Male,Other,No college degree,AK,24
30-44,Female,White,No college degree,AK,6
30-44,Male,White,No college degree,AK,9
45-65,Male,White,No college degree,AK,76
30-44,Female,White,No college degree,AK,58
30-44,Male,White,No college degree,AK,60
45-65,Male,White,College graduate,AK,10
45-65,Female,White,No college degree,AK,13
18-29,Female,Other,College graduate,AK,16
30-44,Male,Black,College graduate,AK,21
45-65,Male,White,No college degree,AK,17
45-65,Male,White,No college degree,AK,15
18-29,Female,White,No college degree,AK,42
18-29,Male,White,No college degree,AK,12
18-29,Female,White,No college degree,AK,15
65+,Male,White,College graduate,AK,16
45-65,Female,Asian,College graduate,AK,14
30-44,Female,White,No college degree,AK,11
45-65,Male,Other,No college degree,AK,5
