age,sex,race,educ,state,weight
18-29,Female,Other,No college degree,AK,4
30-44,Female,Other,No college degree,AK,8
18-29,Female,Other,No college degree,AK,117
65+,Male,Black,No college degree,AK,58
65+,Female,Black,No college degree,AK,73
45-65,Female,Hispanic/Latino,No college degree,AK,23
45-65,Female,White,No college degree,AK,31
45-65,Male,White,College graduate,AK,35
30-44,Male,White,College graduate,AK,87
65+,Male,Other,No college degree,AK,3
45-65,Male,Other,No college degree,AK,8
45-65,Male,Other,No college degree,AK,6
45-65,Male,Other,No college degree,AK,7
30-44,Female,White,No college degree,AK,6
30-44,Male,White,No college degree,AK,4
65+,Male,White,College graduate,AK,19
45-65,Male,White,No college degree,AK,20
30-44,Female,White,No college degree,AK,20
18-29,Male,Other,No college degree,AK,28
65+,Male,Other,No college degree,AK,12
45-65,Male,White,No college degree,AK,22
18-29,Male,Hispanic/Latino,No college degree,AK,15
45-65,Female,White,No college degree,AK,5
45-65,Male,White,College graduate,AK,5
30-44,Female,White,No college degree,AK,53
30-44,Male,White,No college degree,AK,57
65+,Male,White,College graduate,AK,57
18-29,Female,White,No college degree,AK,78
45-65,Female,Other,No college degree,AK,5
45-65,Male,Other,No college degree,AK,4
18-29,Male,Other,No college degree,AK,7
65+,Male,White,No college degree,AK,76
65+,Female,White,No college degree,AK,100
65+,Female,White,College graduate,AK,36
30-44,Female,White,No college degree,AK,7
45-65,Male,White,No college degree,AK,8
30-44,Male,White,No college degree,AK,4
30-44,Female,Hispanic/Latino,No college degree,AK,3
65+,Female,Hispanic/Latino,College graduate,AK,2
65+,Female,Other,No college degree,AK,5
18-29,Male,White,No college degree,AK,86
30-44,Female,White,No college degree,AK,30
18-29,Male,White,No college degree,AK,16
45-65,Female,Other,No college degree,AK,35
30-44,Male,White,College graduate,AK,4
30-44,Female,White,No college degree,AK,5
18-29,Female,White,No college degree,AK,6
65+,Male,White,College graduate,AK,3
45-65,Female,Other,No college degree,AK,4
45-65,Male,Other,No college degree,AK,6
18-29,Female,Other,No college degree,AK,4
45-65,Female,Other,No college degree,AK,5
45-65,Male,Other,No college degree,AK,5
18-29,Male,Other,No college degree,AK,7
45-65,Female,White,No college degree,AK,21
30-44,Female,White,No college degree,AK,47
65+,Female,White,College graduate,AK,21
18-29,Female,Other,No college degree,AK,1
45-65,Male,White,No college degree,AK,21
45-65,Female,White,No college degree,AK,15
45-65,Male,Other,No college degree,AK,5
45-65,Female,Other,No college degree,AK,5
18-29,Male,Other,No college degree,AK,4
18-29,Male,White,No college degree,AK,10
30-44,Female,White,No college degree,AK,31
65+,Male,Other,No college degree,AK,5
30-44,Male,Other,No college degree,AK,10
45-65,Female,White,No college degree,AK,13
18-29,Male,White,No college degree,AK,48
30-44,Male,White,No college degree,AK,25
30-44,Male,Other,No college degree,AK,4
30-44,Female,Other,College graduate,AK,3
65+,Male,Other,College graduate,AK,3
45-65,Female,Other,College graduate,AK,4
45-65,Male,Other,College graduate,AK,4
45-65,Male,Other,College graduate,AK,3
18-29,Female,White,College graduate,AK,13
18-29,Male,White,No college degree,AK,13
65+,Female,White,No college degree,AK,12
65+,Male,White,No college degree,AK,12
45-65,Female,White,No college degree,AK,35
45-65,Female,White,College graduate,AK,41
45-65,Male,White,College graduate,AK,58
18-29,Male,White,No college degree,AK,48
18-29,Female,White,No college degree,AK,37
18-29,Female,White,No college degree,AK,36
45-65,Male,White,No college degree,AK,11
45-65,Male,White,No college degree,AK,20
30-44,Female,White,No college degree,AK,17
30-44,Male,White,No college degree,AK,53
30-44,Female,White,No college degree,AK,9
30-44,Male,White,No college degree,AK,9
45-65,Male,White,No college degree,AK,15
45-65,Male,Hispanic/Latino,College graduate,AK,6
30-44,Female,Hispanic/Latino,No college degree,AK,5
30-44,Male,White,No college degree,AK,15
45-65,Male,Other,No college degree,AK,4
45-65,Female,Other,No college degree,AK,3
65+,Female,Other,College graduate,AK,3
18-29,Female,White,No college degree,AK,19
30-44,Female,Other,No college degree,AK,86
18-29,Male,White,No college degree,AK,15
18-29,Female,Other,No college degree,AK,8
18-29,Female,Other,No college degree,AK,17
18-29,Male,Other,No college degree,AK,4
45-65,Female,Asian,No college degree,AK,32
45-65,Male,Asian,No college degree,AK,39
45-65,Female,Other,No college degree,AK,7
18-29,Male,Other,No college degree,AK,11
18-29,Male,Other,No college degree,AK,10
45-65,Male,White,College graduate,AK,35
45-65,Female,White,No college degree,AK,24
18-29,Female,Other,No college degree,AK,3
45-65,Female,Other,College graduate,AK,6
18-29,Male,Other,No college degree,AK,5
45-65,Male,White,No college degree,AK,45
