age,sex,race,educ,state,weight
65+,Female,White,No college degree,ID,29
45-65,Male,White,No college degree,ID,5
45-65,Female,White,No college degree,ID,7
18-29,Female,White,No college degree,ID,3
65+,Female,White,No college degree,ID,5
45-65,Male,White,College graduate,ID,77
45-65,Female,White,College graduate,ID,70
18-29,Male,White,No college degree,ID,72
18-29,Female,White,No college degree,ID,39
45-65,Male,White,College graduate,ID,22
45-65,Female,White,No college degree,ID,25
18-29,Male,White,No college degree,ID,27
30-44,Male,Hispanic/Latino,No college degree,ID,7
30-44,Female,White,College graduate,ID,24
30-44,Male,White,No college degree,ID,26
45-65,Male,White,No college degree,ID,6
45-65,Female,White,No college degree,ID,6
18-29,Male,White,No college degree,ID,13
18-29,Female,White,No college degree,ID,12
45-65,Female,White,College graduate,ID,22
65+,Male,White,College graduate,ID,19
45-65,Male,White,No college degree,ID,5
30-44,Female,White,College graduate,ID,28
65+,Female,White,College graduate,ID,24
45-65,Female,White,No college degree,ID,24
65+,Male,White,No college degree,ID,7
45-65,Female,White,No college degree,ID,6
30-44,Female,White,No college degree,ID,9
30-44,Male,White,No college degree,ID,11
65+,Male,White,College graduate,ID,10
65+,Female,White,College graduate,ID,12
65+,Female,White,No college degree,ID,13
45-65,Female,White,College graduate,ID,13
45-65,Female,White,No college degree,ID,6
45-65,Male,White,No college degree,ID,4
65+,Female,White,No college degree,ID,38
30-44,Male,White,No college degree,ID,6
18-29,Female,White,No college degree,ID,16
30-44,Male,Other,College graduate,ID,25
30-44,Female,Other,College graduate,ID,24
65+,Male,Other,College graduate,ID,30
45-65,Female,Other,College graduate,ID,30
65+,Male,White,No college degree,ID,7
65+,Female,White,No college degree,ID,6
30-44,Female,White,College graduate,ID,15
45-65,Male,White,College graduate,ID,14
45-65,Male,Other,College graduate,ID,14
30-44,Female,Other,No college degree,ID,12
18-29,Female,Other,No college degree,ID,6
18-29,Female,Other,No college degree,ID,5
45-65,Female,White,No college degree,ID,3
45-65,Male,White,No college degree,ID,4
65+,Female,White,College graduate,ID,2
45-65,Male,White,College graduate,ID,3
65+,Male,White,No college degree,ID,17
65+,Female,White,No college degree,ID,14
30-44,Female,White,College graduate,ID,21
30-44,Male,White,College graduate,ID,19
45-65,Male,White,College graduate,ID,12
45-65,Female,White,No college degree,ID,14
30-44,Male,Asian,No college degree,ID,26
45-65,Male,White,No college degree,ID,28
45-65,Female,White,No college degree,ID,27
45-65,Male,White,College graduate,ID,24
45-65,Female,White,College graduate,ID,20
30-44,Male,White,No college degree,ID,151
18-29,Female,White,No college degree,ID,136
65+,Female,White,No college degree,ID,19
65+,Male,White,No college degree,ID,4
45-65,Male,White,College graduate,ID,28
45-65,Female,White,No college degree,ID,31
30-44,Male,White,No college degree,ID,27
45-65,Male,White,College graduate,ID,3
45-65,Female,White,College graduate,ID,4
30-44,Female,White,No college degree,ID,4
65+,Male,White,College graduate,ID,3
65+,Female,White,College graduate,ID,3
65+,Male,White,College graduate,ID,8
65+,Female,White,No college degree,ID,8
65+,Female,White,No college degree,ID,10
18-29,Female,Black,No college degree,ID,15
30-44,Male,Black,No college degree,ID,11
45-65,Male,White,No college degree,ID,24
45-65,Female,White,No college degree,ID,22
18-29,Male,White,College graduate,ID,42
